	Domain	Phylum	Class	Order	Family	Genus	Species	RandomForestExp	RandomForestPrefer	pH	SOC	TN	MAT	MaxTWarmM	MAP	PWetM	NDVI	ClusterNames
OTU_201	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	metagenome	Unclassified	27.14442083	PrecSeason									
OTU_2010	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified	Unclassified	32.93587106	MAP	-0.152189976						0.184419047		Low pH high SOC
OTU_2013	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	39.16697748	SMDR									
OTU_2018	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	metagenome	20.68943181	pH									
OTU_2020	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome	40.43130944	SOC	0.157366556	0.180334307							High SOC
OTU_2021	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified	Unclassified	26.87708595	pH									
OTU_2028	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified	Unclassified	55.34190548	SMDR		0.31480138	-0.178793702						High SOC
OTU_2030	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	-2.159911298	TAR							0.139734218		High PWetM
OTU_2031	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Unclassified	29.589398	pH									
OTU_2033	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified	25.28701773	pH									
OTU_204	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	metagenome	58.9426964	pH	-0.408719915	0.232238465	-0.191802728		-0.237851031			-0.145398092	Low pH high SOC
OTU_2042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	metagenome	42.16255708	TN	0.38711574		0.18577439				0.164072714		High pH
OTU_2043	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified	64.81480905	SIsothermality					0.169617702				High MaxTWarmM
OTU_2044	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	metagenome	39.59769699	SMeanTWetQ	-0.192478182		-0.173447889	-0.189932861					Low pH
OTU_2047	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Unclassified	metagenome	29.28042693	pH	0.168317431			-0.190173213					
OTU_2059	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	53.71141742	SOC	-0.306424704		-0.226185914						Low pH high SOC
OTU_206	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	85.52478333	MeanTWarmQ					0.285014354				High MaxTWarmM
OTU_2067	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	Unclassified	Unclassified	Unclassified	31.05332162	pH	-0.261906096								Low pH
OTU_206701	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	18.42467167	SMeanTColdQ									
OTU_207	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	37.63940952	pH	0.172360543	-0.149751799				-0.137615123	0.16540529		High pH
OTU_208	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus simplex	9.350313233	Isothermality									
OTU_2086	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus alginolyticus	-5.84767255	SMDR									
OTU_2089	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	68.49694413	TempSeason	-0.242886307			0.169467037	-0.188867821				Low pH high SOC
OTU_2095	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	Unclassified	27.5337686	SOC									
OTU_2097	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	Unclassified	Unclassified	55.03738499	pH	0.323706176		0.178056767				0.149239648		High pH
OTU_21	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp.	63.62032921	pH						-0.136015443			
OTU_2103	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Lysinibacillus sp. YS11	11.13928956	SOC									
OTU_211	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	61.07249982	PrecSeason	-0.225615616		-0.19957547	-0.165059724					Low pH
OTU_2118	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	49.26109012	MeanTWetQ	-0.266536277							-0.174048343	Low pH
OTU_212	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	metagenome	36.70882179	pH		0.141109749	-0.212462065			-0.202862188	0.224409371		High PWetM
OTU_212241	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	15.32427461	TN									
OTU_2126	Bacteria	Actinobacteriota	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified	20.76518012	TN									
OTU_21315	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	metagenome	Unclassified	56.72083522	STAR	-0.327224811	0.161325444	-0.145768991		-0.170723269				Low pH high SOC
OTU_2139	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	56.02394069	pH		0.152906737		-0.149753469				0.140699904	High NDVI
OTU_2144	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	9.752442869	pH									
OTU_2146	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	36.52367313	SOC	0.139548819				-0.158858654				High pH
OTU_215	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Unclassified	Unclassified	Unclassified	50.27769491	MeanTWarmQ			0.269313473						
OTU_2155	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	metagenome	21.56696091	TN									
OTU_2158	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	28.13181398	Isothermality	-0.218264023	-0.166224196		-0.284049388	0.263790518			0.163108318	Low pH low MAT
OTU_216	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	metagenome	77.21248149	pH	0.483694761	-0.270743786	0.322673829				0.138152578		High pH and TN with low SOC
OTU_2161	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	Unclassified	18.16784677	PWarmQ									
OTU_2164	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	38.49908998	NDVI	-0.184336989								Low pH
OTU_2174	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Unclassified	Unclassified	Unclassified	31.99174536	SOC	0.309070288			0.152437452		-0.150080735	0.150435258	0.169535766	High pH
OTU_2177	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	57.14817323	pH	-0.228015294	0.142572281							Low pH high SOC
OTU_218	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Unclassified	40.85474349	NDVI	-0.320845988								Low pH
OTU_2181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	37.52582634	pH	0.204989257								High pH
OTU_2186	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Unclassified	Unclassified	18.93908459	SOC									
OTU_2189	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	Unclassified	20.14919356	pH									
OTU_219	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	76.13140676	MAP						0.156219753	-0.173037938		
OTU_22	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	76.71603237	pH	-0.257803536			-0.173298711	0.37914653				Low pH low MAT
OTU_220	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	62.84853031	TN	-0.274136594	0.272207768							Low pH high SOC
OTU_2205	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified	32.19439531	SOC	0.217663955						0.22288605		High PWetM
OTU_2208	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	82.79176344	STempSeason	-0.22019328			0.172484368	-0.182116354		0.157151553		Low pH high SOC
OTU_221	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	20.65015158	pH									
OTU_2211	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	Lentzea albidocapillata	39.55083356	pH	0.345990523		0.160223234		0.189477601				High pH and TN with low SOC
OTU_221960	Bacteria	Acidobacteriota	Subgroup 5	Unclassified	Unclassified	Unclassified	Unclassified	73.58881904	TempSeason		-0.141422779							
OTU_2220	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	28.68432946	pH	0.297693445								High pH
OTU_2222	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unclassified	21.64612372	STempSeason									
OTU_2226	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified	65.77619606	SOC	0.205660415							0.138111865	High pH
OTU_2232	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified	26.20899567	pH									
OTU_2236	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	52.91978405	pH						-0.147849408	0.230971242		High PWetM
OTU_224	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unclassified	Unclassified	Unclassified	29.31708803	pH	-0.370095654	-0.156438067							Low pH
OTU_225	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	61.0662294	pH	-0.346907274								Low pH
OTU_2254	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Unclassified	10.68621644	pH									
OTU_2262	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	-7.302582718	TN									
OTU_2278	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	21.77684593	TN									
OTU_229	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified	-5.256426686	SOC						-0.227546368		0.275363905	High NDVI
OTU_23	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	40.80956651	Isothermality	-0.478309409	-0.142369464		-0.234836548	0.269045325		-0.148922125		Low pH low MAT
OTU_23002	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	metagenome	Unclassified	67.89111159	SMaxTWarmM				-0.140004123					
OTU_2308	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	Unclassified	45.49065243	SOC	-0.194233109	0.159400276					0.133302694		Low pH high SOC
OTU_2322	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unclassified	58.12653983	PrecSeason	0.248106161		0.137450968	0.160798986					High pH
OTU_233	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified	66.57189099	pH	-0.15950413	0.177042404			0.286516246				High MaxTWarmM
OTU_2334	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Unclassified	32.21858877	NDVI									
OTU_234	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	Unclassified	52.39931405	SMDR	-0.315947982	0.182310035		0.14327268				-0.171636799	Low pH high SOC
OTU_2349	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	14.88612732	TN									
OTU_2363	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	metagenome	51.57729285	pH	0.304882199								High pH
OTU_2364	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified	Unclassified	57.50607817	MaxTWarmM					-0.150483784			-0.154863508	
OTU_2369	Bacteria	Chloroflexi	TK10	bacterium Ellin6519	Unclassified	Unclassified	Unclassified	34.82289586	pH			0.184954693	0.2405542					
OTU_237	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified	49.96786255	pH	0.266777639	-0.209623175	0.408632002			-0.1401188			High pH and TN with low SOC
OTU_2372	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	metagenome	Unclassified	31.51978995	TN	-0.138605434		-0.143159157						Low pH
OTU_2373	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	53.90256864	SOC	0.146553429				0.290944055				High MaxTWarmM
OTU_2376	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes derwentensis	16.41225134	TN									
OTU_238	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	metagenome	Unclassified	Unclassified	63.37412222	SOC	-0.175105653			-0.139570274			-0.163867916		Low pH low MAT
OTU_2383	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	14.98090497	Isothermality									
OTU_2388	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified	metagenome	-5.2902736	pH									
OTU_239	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Lysinibacillus massiliensis	22.57425917	pH									
OTU_2390	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Unclassified	21.55379354	pH									
OTU_2392	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	metagenome	67.43080583	TN					0.169731576				High MaxTWarmM
OTU_2396	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	metagenome	20.25400569	TN									
OTU_2398	Bacteria	Desulfobacterota	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	41.16384851	pH				-0.263255695					
OTU_24	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified	28.42918702	MeanTWetQ									
OTU_240	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified	37.25186835	pH	-0.33357409		-0.169045958						Low pH high SOC
OTU_2406	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	20.30431891	PWetM									
OTU_241	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia petroleophila	32.02254458	SOC	0.171574459								High pH
OTU_2412	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified	8.121589296	SOC									
OTU_2422	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	Unclassified	34.11007318	TN	0.211729319	-0.16931967					0.156939201		High pH
OTU_2423	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	metagenome	21.47297606	TN									
OTU_2425	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome	31.67021342	SOC	0.149702918	0.194605018		0.152556772					High SOC
OTU_2433	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified	58.91626877	SMeanTWarmQ	0.188387351	0.241708584							High SOC
OTU_244	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified	31.27439459	SMDR				-0.141278515	0.307251334			0.221349933	High MaxTWarmM
OTU_245	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira japonica	63.00535457	pH	0.41024536	-0.16394324	0.162182882				0.156683731		High pH and TN with low SOC
OTU_246	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Unclassified	Unclassified	Unclassified	71.29188645	STAR				-0.201495567			-0.245017543		
OTU_24631	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	66.05497176	pH	0.330197777	-0.149260565	0.184057359						High pH and TN with low SOC
OTU_248	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	56.52453082	TN									
OTU_2482	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Unclassified	metagenome	21.34671047	pH									
OTU_249	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified	36.88499924	SIsothermality	-0.189925705		-0.145598675		-0.143717373	-0.201607215			Low pH
OTU_2490	Bacteria	Desulfobacterota	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	30.97597583	PWarmQ	0.1991368		0.344752704						High pH
OTU_2491	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	44.87009624	SMaxTWarmM	-0.241509183				-0.197180442		0.186526123		Low pH high SOC
OTU_25	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	75.25403732	MDR								0.161024954	High NDVI
OTU_25019	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	54.80182184	pH	-0.161243363		-0.142224955				-0.136560393		Low pH
OTU_2505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas aquatilis	2.8941783	MDR									
OTU_2512	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified	63.16123936	SIsothermality	0.15846326								High pH
OTU_253	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	Unclassified	Unclassified	59.38247846	SOC		0.251266752							High SOC
OTU_2533	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unclassified	30.29553909	pH									
OTU_2535	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	metagenome	Unclassified	42.21923664	pH	0.308332773								High pH
OTU_2541	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unclassified	Unclassified	74.88476508	SOC									
OTU_2542	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Unclassified	Unclassified	Unclassified	13.73954796	pH									
OTU_2544	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	Unclassified	55.01180023	PColdQ				0.135318585					
OTU_2545	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Unclassified	2.464748661	PDryM									
OTU_255	Bacteria	Chloroflexi	Gitt-GS-136	Unclassified	Unclassified	Unclassified	Unclassified	50.03509676	PWetM	-0.229911114			-0.231849779			-0.315271071	0.169145831	Low pH low MAT
OTU_2559	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Unclassified	metagenome	37.26244806	pH	0.393346465								High pH
OTU_2568	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	Unclassified	12.99421856	pH									
OTU_2574	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified	48.27499228	pH	0.134154599	-0.169397798			0.164408857				Low SOC
OTU_2575	Bacteria	Myxococcota	Polyangia	MSB-4B10	Unclassified	Unclassified	Unclassified	47.34749517	NDVI	0.181330078				0.171698833			0.173764368	High pH
OTU_2593	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	Cohnella sp.	68.26295807	SOC	0.161755979	-0.295103812	0.232770736						High pH and TN with low SOC
OTU_260	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified	39.95172464	MAP	-0.257863993			0.17003643	-0.208551199		0.198404841		Low pH high SOC
OTU_2600	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila DSM 44928	-6.586830537	pH									
OTU_26024	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unclassified	Unclassified	71.20557654	PWetM		-0.169522287							
OTU_261	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	32.34371507	pH	-0.320102291				0.154921083				Low pH
OTU_2620	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified	39.3192653	PrecSeason	0.199175978					-0.182176028	0.249335259		High pH
OTU_2631	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	Unclassified	28.30475796	pH									
OTU_264	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	Microvirga ossetica	59.69325191	TN	0.391670152	-0.144438419	0.232125739						High pH and TN with low SOC
OTU_26404	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	71.84699555	pH	0.302616762			0.160921922		-0.156374651			High pH
OTU_2646	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	61.16247513	pH									
OTU_2647	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified	Unclassified	9.152251614	pH									
OTU_2651	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Unclassified	Unclassified	Unclassified	72.94294498	pH									
OTU_26598	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	68.8866348	pH	-0.330539436				-0.19551858				Low pH
OTU_267	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	Unclassified	50.7056677	pH		-0.281614647	0.160479026		0.175541116				Low SOC
OTU_26886	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	Unclassified	1.912763346	MDR									
OTU_269	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	metagenome	Unclassified	Unclassified	59.81427213	STAR	-0.156831232							0.148258955	High NDVI
OTU_2692	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	Unclassified	Unclassified	Unclassified	32.39140602	TN		-0.24686163		-0.143791952				0.144460351	Low SOC
OTU_27	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	55.69314021	NDVI	-0.338921525		-0.201670501						Low pH high SOC
OTU_2702	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unclassified	51.25529233	PColdQ							0.184744387		High PWetM
OTU_271	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	61.22042667	SMDR	-0.299183583				-0.188130961				Low pH
OTU_2710	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	Unclassified	28.63640169	MDR									
OTU_272	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Unclassified	39.70018321	Isothermality	-0.297772835						-0.135304908		Low pH
OTU_273	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	Unclassified	57.31955737	MAP	-0.225118341								Low pH
OTU_276	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unclassified	Acidibacter	Unclassified	36.00858151	SOC	0.213851042								High pH
OTU_2761	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unclassified	52.50382176	pH	0.484945409		0.182526913						High pH
OTU_27682	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	Unclassified	76.84701294	SMaxTWarmM	-0.23802543			-0.229678457					Low pH
OTU_278	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	41.19554603	SOC	-0.44411212			-0.207418033	0.234080584		-0.143704414		Low pH low MAT
OTU_2791	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	Unclassified	41.66729547	MAT				-0.19709857					
OTU_2796	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	metagenome	15.41479561	pH									
OTU_28	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unclassified	61.28562605	MeanTWarmQ	-0.405696603			-0.145481786	0.238604503				Low pH low MAT
OTU_281	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Unclassified	31.71939509	pH			0.156707793		-0.283144683	-0.136574257	0.190324912		
OTU_2814	Bacteria	Actinobacteriota	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified	54.0704796	pH	0.138160409	-0.288557667	0.197079854						High pH and TN with low SOC
OTU_2818	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Unclassified	36.78271647	TN	0.22814324								High pH
OTU_2819	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified	64.56626933	TN	0.418346884		0.297400842				0.147773736		High pH
OTU_282	Bacteria	Chloroflexi	KD4-96	Unclassified	Unclassified	Unclassified	Unclassified	41.06025456	SOC		-0.455285599	0.268287499	-0.255254033	0.175768988			0.175476842	Low SOC
OTU_2820	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terracidiphilus	Unclassified	31.93567589	pH									
